1024				3041
2048				5206
4096				7731
8192				7991
16384				8590
32768				8596
65536				8355
131072				9057
262144				9214
524288				9157
1048576				9330
2097152				9065
4194304				8911
8388608				8570
16777216				8701
33554432				8458
67108864				8728
