1024				56
2048				113
4096				223
8192				438
16384				863
32768				437
65536				867
131072				2030
262144				3401
524288				4785
1048576				5218
2097152				5432
4194304				5535
8388608				5636
16777216				5651
33554432				5629
67108864				5608
