1024			53
2048			104
4096			203
8192			233
16384			425
32768			411
65536			813
131072			1727
262144			2780
524288			3818
1048576			4861
2097152			5385
4194304			5344
8388608			5469
16777216			5502
33554432			5502
67108864			5484
