1024						3763
2048						4268
4096						4196
8192						4201
16384						4203
32768						4206
65536						4211
131072						4218
262144						4228
524288						4219
1048576						4216
2097152						4207
4194304						4202
8388608						4196
16777216						4164
33554432						4207
67108864						4264
