1024		46
2048		92
4096		178
8192		226
16384		402
32768		266
65536		473
131072		716
262144		1058
524288		1593
1048576		1845
2097152		2217
4194304		2410
8388608		2560
16777216		2599
33554432		2566
67108864		2543
