1024								3962
2048								6982
4096								7616
8192								7371
16384								7336
32768								7402
65536								7415
131072								7419
262144								7476
524288								7383
1048576								7454
2097152								7395
4194304								7448
8388608								7391
16777216								7424
33554432								7389
67108864								7444
