1024					230
2048					427
4096					762
8192					1162
16384					2084
32768					2537
65536					4203
131072					6579
262144					8258
524288					9091
1048576					7948
2097152					7032
4194304					7012
8388608					7019
16777216					7034
33554432					7041
67108864					7033
