1024						53
2048						105
4096						207
8192						263
16384						531
32768						425
65536						845
131072						1857
262144						3958
524288						7835
1048576						6809
2097152						6863
4194304						6894
8388608						6893
16777216						6709
33554432						6713
67108864						6700
