1024		2990
2048		4835
4096		4769
8192		4745
16384		4830
32768		4810
65536		4798
131072		4661
262144		4754
524288		4733
1048576		4787
2097152		4805
4194304		4830
8388608		4827
16777216		4827
33554432		4821
67108864		4818
