1024				53
2048				105
4096				204
8192				251
16384				477
32768				437
65536				880
131072				2034
262144				3708
524288				5974
1048576				7547
2097152				7320
4194304				7089
8388608				6825
16777216				6917
33554432				6918
67108864				6909
