0.25	1783868.900
0.50	1824581.200
0.75	1806996.300
1.00	1790403.700
1.25	1780957.900
1.50	1785345.600
1.75	1794419.200
2.00	1790425.200
2.25	1783237.400
2.50	1752373.900
2.75	1736136.000
3.00	1724566.100
3.25	1688688.200
3.50	1710879.500
3.75	1774120.200
4.00	1755482.700
4.25	1756114.300
4.50	1753135.900
4.75	1785894.500
5.00	1836312.600
5.25	1853402.200
5.50	1828938.800
5.75	1792563.300
6.00	1743097.400
6.25	1796019.300
6.50	1800405.200
6.75	1769466.300
7.00	1778473.400
7.25	1760814.700
7.50	1790212.800
7.75	1766177.500
8.00	1785171.900
8.25	1776441.100
8.50	1773646.900
8.75	1796819.200
9.00	1801138.100
9.25	1806648.700
9.50	1759929.500
9.75	1772482.300
10.00	1779249.900
10.25	1805959.700
10.50	1785939.600
10.75	1775646.700
11.00	1799571.900
11.25	1783767.400
11.50	1781835.700
11.75	1793654.700
12.00	1790879.700
12.25	1776859.600
12.50	1774887.000
12.75	1794869.200
13.00	1770609.300
13.25	1748148.200
13.50	1712018.700
13.75	1743983.600
14.00	1757094.700
14.25	1753370.200
14.50	1788633.700
14.75	1805620.100
15.00	1781269.600
15.25	1779853.900
15.50	1750478.100
15.75	1770373.800
16.00	1780655.000
16.25	1761527.200
16.50	1745578.400
16.75	1746401.300
17.00	1764660.300
17.25	1770619.300
17.50	1759613.000
17.75	1757464.000
18.00	1743369.600
18.25	1753534.600
18.50	1770656.900
18.75	1773055.200
19.00	1784347.200
19.25	1802790.900
19.50	1787855.300
19.75	1778395.700
20.00	1783237.600
20.25	1779651.300
20.50	1778935.300
20.75	1740906.500
21.00	1722274.100
21.25	1759065.300
21.50	1767759.800
21.75	1758440.900
22.00	1763727.000
22.25	1789192.000
22.50	1792524.500
22.75	1793945.700
23.00	1792986.800
23.25	1809786.600
23.50	1796010.000
23.75	1767344.200
24.00	1750967.600
24.25	1720069.600
24.50	1718773.400
24.75	1747503.500
25.00	1778544.500
25.25	1778832.100
25.50	1757861.300
25.75	1763946.900
26.00	1769867.200
26.25	1769474.000
26.50	1782240.100
26.75	1790521.900
27.00	1782184.800
27.25	1792123.400
27.50	1789048.800
27.75	1793177.200
28.00	1788131.200
28.25	1769304.600
28.50	1745949.900
28.75	1757747.100
29.00	1780214.100
29.25	1773287.300
29.50	1750452.800
29.75	1764101.900
30.00	1770009.400
30.25	1755041.700
30.50	1743350.400
30.75	1746729.500
31.00	1747479.700
31.25	1744873.500
31.50	1752573.100
31.75	1778575.200
32.00	1808546.400
32.25	1827662.800
32.50	1821446.400
32.75	1780629.000
33.00	1747958.100
33.25	1741677.500
33.50	1733009.100
33.75	1752622.900
34.00	1757086.600
34.25	1758809.100
34.50	1765676.600
34.75	1798537.000
35.00	1812901.200
35.25	1817069.800
35.50	1788248.400
35.75	1788016.400
36.00	1749631.000
36.25	1743145.500
36.50	1731630.900
36.75	1753617.600
37.00	1782233.300
37.25	1797736.000
37.50	1792613.100
37.75	1767688.900
38.00	1770794.800
38.25	1769942.100
38.50	1752035.500
38.75	1769431.700
39.00	1749921.500
39.25	1745230.300
39.50	1748928.700
39.75	1771071.800
40.00	1776769.900
40.25	1780165.400
40.50	1784148.000
40.75	1775084.700
41.00	1752662.500
41.25	1749330.600
41.50	1761231.600
41.75	1767590.400
42.00	1779102.500
42.25	1783187.900
42.50	1789581.800
42.75	1782912.500
43.00	1787443.500
43.25	1778898.900
43.50	1780208.200
43.75	1765684.200
44.00	1766279.000
44.25	1767276.700
44.50	1768146.400
44.75	1775983.900
45.00	1785043.900
45.25	1786783.800
45.50	1783346.700
45.75	1775995.300
46.00	1786258.500
46.25	1776227.300
46.50	1768374.600
46.75	1772725.300
47.00	1768600.700
47.25	1755178.000
47.50	1760329.200
47.75	1767539.600
48.00	1770465.300
48.25	1775019.500
48.50	1780556.700
48.75	1784030.400
49.00	1772174.200
49.25	1753174.200
49.50	1747525.400
49.75	1756992.900
50.00	1772025.700
50.25	1772844.900
50.50	1773900.000
50.75	1779272.500
51.00	1774173.100
51.25	1769088.600
51.50	1770047.700
51.75	1769228.400
52.00	1759853.600
52.25	1755836.500
52.50	1759508.600
52.75	1783155.500
53.00	1783490.400
53.25	1793169.900
53.50	1805427.800
53.75	1792407.900
54.00	1772204.000
54.25	1768723.300
54.50	1765830.900
54.75	1765828.400
55.00	1776085.400
55.25	1762909.700
55.50	1753999.000
55.75	1754929.600
56.00	1775169.000
56.25	1786960.200
56.50	1778038.000
56.75	1771840.100
57.00	1763452.000
57.25	1762151.100
57.50	1761486.400
57.75	1758346.300
58.00	1768287.800
58.25	1762497.700
58.50	1761943.300
58.75	1765549.500
59.00	1771631.100
59.25	1770302.400
59.50	1768712.300
59.75	1771375.200
60.00	1771223.500
