1024					56
2048					113
4096					224
8192					489
16384					970
32768					438
65536					874
131072					1993
262144					4003
524288					5824
1048576					5985
2097152					6030
4194304					6003
8388608					5963
16777216					5995
33554432					5934
67108864					5937
