1024			410
2048			738
4096			1329
8192			1473
16384			2766
32768			4517
65536			6771
131072			9663
262144			11498
524288			12268
1048576			11736
2097152			11683
4194304			11788
8388608			11888
16777216			11682
33554432			11769
67108864			11657
